,PIEZO2,GDF3,EBF2,VIPAS39,PREX2,MAP3K9,CIB1,ASB14,ARMC8,KCNE5,MUC5B,PMEL,NCCRP1,CRLF1,DGKI,ZNF749,GTF2F2,RPL7L1,S100A9,CDC5L,TP63,MTRNR2L6,KEL,FRS3,SCX,TFEB,TJAP1,DNAH8,BBS4,YIPF3,label
TCGA.KL.8325.01A,0.6101938262742284,0.0120481927710843,0.8225405921680994,0.6092436974789915,0.0738282870178349,0.2525818825612275,0.2496535985002852,0.3248730964467005,1.0,0.0108695652173913,0.0816326530612244,0.190990990990991,0.079059829059829,0.0221051641426018,0.0038921606586106,0.069295101553166,0.4900849858356941,0.3685338528981977,0.0147936672722553,0.5203421656582516,0.1481481481481481,0.0845070422535211,0.000847098686997,0.1255742725880551,0.0,0.118024132730015,0.2153846153846153,0.0352941176470588,0.2876004592422503,0.2917827886158264,0
TCGA.KL.8330.01A,0.0549174443646805,0.0051635111876075,0.969372811206622,0.7701080432172868,0.0564081294068851,0.3053998229566244,0.3466460184204092,0.3147208121827411,0.8830359671481167,0.0,0.5714285714285714,0.3369369369369369,0.0085470085470085,0.054651490922773,0.0032400709147596,0.090800477897252,0.188385269121813,0.3520701412566975,0.0480145341292499,0.4395994158147298,0.0130718954248366,0.056338028169014,0.0038119440914866,0.1837672281776416,0.1305732484076433,0.5348793363499247,0.4393162393162393,0.0039215686274509,0.1733639494833525,0.5376235115277426,0
TCGA.KN.8434.01A,0.2803302225412778,0.0137693631669535,0.1738299904489016,0.2593037214885954,0.3662380754873496,0.3948067276482738,0.4213057298883365,0.248730964467005,0.4616256018125176,0.0326086956521739,0.2244897959183673,0.0162162162162162,0.063034188034188,0.0221992286708682,0.0240559982067532,0.063321385902031,0.1554532577903682,0.2772528007793473,0.1038152089281079,0.2699770498643855,0.065359477124183,0.2112676056338028,0.0105887335874629,0.2879019908116386,0.3152866242038217,0.6683634992458523,0.3508547008547008,0.0313725490196078,0.2052238805970149,0.3561354615319652,0
TCGA.KL.8343.01A,0.3366834170854271,0.0,0.0621458134352117,0.3973589435774309,0.1368726669431771,0.1696665683092357,0.4076126823702013,0.7208121827411167,0.8348909657320873,0.0,0.1224489795918367,0.4036036036036036,0.0363247863247863,0.0367792305521587,0.007386954129562,0.0987654320987654,0.3374645892351274,0.460789089137847,0.0480145341292499,0.6509493010640518,0.0196078431372549,0.2535211267605634,0.0021177467174925,0.2067381316998469,0.0222929936305732,0.4358974358974359,0.4756410256410256,0.0274509803921568,0.2508610792192882,0.5450553162739634,0
TCGA.KL.8334.01A,0.0620961952620244,0.0189328743545611,0.3151225724291627,0.3883553421368547,0.1961841559518871,0.3505458837415166,0.3155921427989241,0.2131979695431471,0.6669498725573492,0.0,0.3061224489795918,0.6522522522522523,0.235042735042735,0.0439281347004044,0.1075234854196808,0.0748705694942254,0.2560198300283286,0.3640526059425231,0.1004412146379444,0.4218652201126643,0.1459694989106754,0.1267605633802817,0.0169419737399407,0.1807044410413476,0.1687898089171974,0.4679487179487179,0.3068376068376068,0.0509803921568627,0.2020665901262916,0.3963347690228865,0
TCGA.KM.8639.01A,0.0319454414931801,0.0051635111876075,0.0,0.5432172869147659,0.0676068021567814,0.3098259073473001,0.2731273942456598,0.2842639593908629,0.5927499291985273,0.2826086956521739,0.1020408163265306,0.218018018018018,0.0053418803418803,0.0019753550935942,0.0,0.7435284747112705,0.4351983002832862,0.844130540672187,0.0612509732675836,0.6797412893803464,0.0435729847494553,0.028169014084507,0.0012706480304955,0.4640122511485452,0.2070063694267516,0.7665912518853696,0.826923076923077,1.0,0.5752009184845006,1.0,0
TCGA.KL.8336.01A,0.1870064608758076,0.0189328743545611,0.1461318051575931,0.4183673469387754,0.1036914143508917,0.4874594275597521,0.5514711875458472,0.4010152284263959,0.7561597281223449,0.0978260869565217,0.183673469387755,0.1585585585585585,0.0331196581196581,0.0959458188317185,0.5285900597069672,0.0796495420151334,0.2779745042492918,0.3739892839746712,0.1261354788476511,0.4439808053411224,0.3725490196078432,0.0422535211267605,0.0025412960609911,0.1332312404287902,0.2420382165605095,0.3576546003016592,0.2311965811965811,0.0039215686274509,0.1351894374282434,0.4275821298876784,0
TCGA.KO.8403.01A,0.2203876525484566,0.0103270223752151,0.223559375994906,0.2262905162064825,0.2057237660721692,0.1587488934789023,0.4235063982394653,0.1878172588832487,0.4772019258000566,0.0217391304347826,0.1020408163265306,0.1009009009009009,0.2585470085470085,0.0011287743391966,0.0362419252949687,0.051373954599761,0.1791784702549575,0.2522162688748173,0.033739942901635,0.3440433966200709,0.008714596949891,0.1126760563380281,0.0012706480304955,0.0367534456355283,0.0828025477707006,0.1568627450980392,0.2205128205128204,0.0078431372549019,0.2563145809414466,0.3305464065535005,0
TCGA.KN.8433.01A,0.0190236898779612,0.0086058519793459,0.0165552371856096,0.3319327731092436,0.0273745333886354,0.2711714370020655,0.555709511777651,0.0355329949238578,0.0269045596148399,0.0434782608695652,0.2040816326530612,0.1153153153153153,0.0053418803418803,0.2161602859561659,0.0007336009618323,0.051373954599761,0.0311614730878186,0.0188991719434973,0.0838307812094471,0.0590444398080534,0.0130718954248366,0.8028169014084507,0.0012706480304955,0.2633996937212863,0.2547770700636942,0.4234539969834088,0.2431623931623931,0.0235294117647058,0.140068886337543,0.2478675787517946,0
TCGA.KM.8440.01A,0.0918880114860014,0.0017211703958691,0.6159184972938555,0.3937575030012005,0.0398175031107424,0.2050752434346414,0.2950525715217215,0.3350253807106598,0.6355140186915887,0.0,0.1224489795918367,0.1189189189189189,0.032051282051282,0.0093123882983726,0.370529619138834,0.082437275985663,0.188385269121813,0.4097418412079883,0.0547625227095769,0.3125391195493427,0.1002178649237472,0.2112676056338028,0.0033883947479881,0.1255742725880551,0.1369426751592357,0.2549019607843137,0.22008547008547,0.0156862745098039,0.192881745120551,0.2884046955493624,0
TCGA.KL.8333.01A,0.4332376166547021,0.0154905335628227,0.2021012416427889,0.2647058823529411,1.0,0.0767187961050457,0.0982150134485288,0.2335025380710659,0.927782497875956,0.0,0.0408163265306122,0.3405405405405405,0.0288461538461538,0.0343335528172326,0.0056344629429625,0.0696933492632417,0.536473087818697,0.4092547491475888,0.3623150791590967,0.5387022741498019,0.0522875816993464,0.0845070422535211,0.0110122829309614,0.0842266462480857,0.0063694267515923,0.2026772247360483,0.3521367521367521,0.0588235294117647,0.1791044776119403,0.2530191706781521,0
TCGA.KL.8339.01A,0.0427135678391959,0.0189328743545611,0.0560331104743712,0.5192076830732293,0.0377436748237245,0.169371496016524,1.0,0.9999999999999998,0.8210138770886435,0.0326086956521739,0.3469387755102041,0.4432432432432432,0.032051282051282,0.0483491675289248,0.0034234711552177,0.063321385902031,0.3041784702549575,0.2915733073550901,0.0550220607318972,0.6390569580638431,0.2745098039215687,0.1830985915492957,0.0033883947479881,0.1960183767228177,0.2834394904458599,0.169683257918552,0.4346153846153846,0.0,0.202353616532721,0.3682965965712356,0
TCGA.KL.8335.01A,0.0890165111270639,0.0034423407917383,0.335243553008596,0.5456182472989195,0.1103276648693488,0.1844201829448214,0.619365881489934,0.3756345177664974,0.5749079580855282,0.0108695652173913,0.0204081632653061,0.1261261261261261,0.0641025641025641,0.1426958893801147,0.0726876286348908,0.0876144962166467,0.1745750708215297,0.2342912810521188,0.0295873345445107,0.3069059044439808,0.7167755991285404,0.1549295774647887,0.0025412960609911,0.2741194486983155,0.2006369426751592,0.3376696832579186,0.2277777777777777,0.0235294117647058,0.1716417910447761,0.3380626636263829,0
TCGA.KO.8407.01A,0.1417803302225412,0.0516351118760757,0.3029608404966571,0.4423769507803121,0.4072998755703027,0.2118619061670109,0.3515363925340289,0.1472081218274111,0.4480317190597565,0.0326086956521739,0.3469387755102041,0.1279279279279279,0.0384615384615384,0.0061141943373153,0.0127055611028467,0.0748705694942254,0.2170679886685552,0.2310764734534827,0.1017389047495458,0.2833298560400584,0.0718954248366013,0.1549295774647887,0.001694197373994,0.4042879019908116,0.3280254777070064,0.5759803921568628,0.4076923076923077,0.0235294117647058,0.1779563719862227,0.3623849337049235,0
TCGA.KO.8408.01A,0.0509691313711414,0.0154905335628227,0.2445717924227952,0.1914765906362544,0.0837826627955205,0.3886102095013278,0.5280788980356997,0.7461928934010151,0.3061455678278107,0.0217391304347826,0.2653061224489795,0.081081081081081,0.0405982905982906,0.1800395071018718,0.1717339473845088,0.0330545599362803,0.0821529745042493,0.1376522162688748,0.0438619257721256,0.1134988524932192,0.0501089324618736,0.2957746478873239,0.0055061414654807,0.1041347626339969,0.1528662420382165,0.3007164404223228,0.217094017094017,0.0039215686274509,0.1426521239954075,0.1764209103960814,0
TCGA.KN.8424.01A,0.2218234027279253,0.0120481927710843,0.4038841133397007,0.4459783913565426,0.1692243882206553,0.5098849218058424,0.3675116146385199,0.2385786802030456,0.6782781081846503,0.0326086956521739,0.1020408163265306,0.1189189189189189,0.0694444444444444,0.0058320007525162,0.061938336763597,0.09557945041816,0.4734419263456091,0.3750608865075499,0.1596158837269659,0.4976006676403088,0.3159041394335513,0.0,0.0097416349004659,0.1393568147013782,0.143312101910828,0.2730015082956259,0.2606837606837606,0.0078431372549019,0.1650401836969001,0.4139853052951608,0
TCGA.KN.8426.01A,0.1091170136396267,0.036144578313253,0.1328876154091053,0.293517406962785,0.0659477395271671,0.3396282089111832,0.6551471187545848,0.0862944162436548,0.2557349192863212,0.0543478260869565,0.1428571428571428,0.1963963963963964,0.0309829059829059,0.2603706142413695,0.0035253601776944,0.0915969733174034,0.1349150141643059,0.197467121285923,0.0942123021022579,0.2991863133736699,0.0413943355119825,0.2112676056338028,0.0063532401524777,0.3966309341500766,0.9394904458598726,0.5744720965309201,0.5722222222222222,0.0156862745098039,0.4380022962112514,0.3783464234439659,0
TCGA.KO.8417.01A,0.1281407035175879,0.0086058519793459,0.1293855460044571,0.6194477791116446,0.158025715470759,0.3340218353496606,0.4524411117450485,0.3350253807106598,0.9280657037666384,0.0108695652173913,0.0408163265306122,0.1963963963963964,0.0491452991452991,0.0047972909415859,0.0140810629062824,0.07168458781362,0.2680594900849858,0.4100340964442279,0.0181676615624188,0.4101815147089505,0.0305010893246187,0.028169014084507,0.0029648454044896,0.2725880551301685,0.0222929936305732,0.5473227752639518,0.2696581196581197,0.0,0.2215843857634902,0.3337555949666413,0
TCGA.KL.8341.01A,0.195262024407753,0.0258175559380378,0.0136899076727156,1.0,0.0895893819991704,1.0,0.891270682207189,0.1116751269035533,0.6400453129425092,0.0,0.0204081632653061,0.1189189189189189,0.0064102564102564,0.2230269965196124,0.0017932467955902,0.0450019912385503,0.3842067988668556,0.6358499756453969,0.0441214637944458,0.7556853745044858,0.1721132897603486,0.0422535211267605,0.0012706480304955,0.2006125574272588,0.0477707006369426,0.5829562594268477,0.3555555555555556,0.4784313725490196,0.2029276693455797,0.5156659065957268,0
TCGA.KN.8419.01A,0.1582914572864321,0.0137693631669535,0.0230499840815027,0.2683073229291716,0.204894234757362,0.1976984361168486,0.1939033336050208,0.065989847715736,0.3364485981308411,0.0869565217391304,0.1224489795918367,0.1855855855855856,0.0053418803418803,0.0019753550935942,0.0399404968108736,0.009557945041816,0.2811614730878187,0.2611787627861666,0.1149753438878795,0.4537867723763822,0.0239651416122004,1.0,0.0033883947479881,0.0214395099540581,0.0605095541401273,0.2743212669683258,0.2196581196581196,0.0,0.1194029850746268,0.2237142133265771,0
TCGA.KL.8328.01A,0.0398420674802584,0.0137693631669535,0.300986946832219,0.3121248499399759,0.0,0.2835644732959574,0.8087863721574702,0.4111675126903553,0.3534409515717926,0.0326086956521739,0.0204081632653061,0.0864864864864864,0.0865384615384615,0.1610384723920609,0.1317832616713875,0.0577459179609717,0.1841359773371104,0.2393570384802727,0.0085647547365689,0.2075944085124139,0.2919389978213508,0.1690140845070422,0.0021177467174925,0.2695252679938744,0.3121019108280255,0.6048265460030167,0.238034188034188,0.0235294117647058,0.1150975889781859,0.352588463812178,0
TCGA.KO.8413.01A,0.1324479540559942,0.0086058519793459,0.370264247055078,0.5432172869147659,0.1779344670261302,0.2800236057834169,0.3710978889885076,0.0761421319796954,0.2713112432738601,0.0217391304347826,0.3061224489795918,0.3963963963963964,0.0235042735042735,0.0391308437588185,0.0044016057709942,0.0219036240541616,0.1377478753541076,0.2266926449098879,0.2374772904230469,0.3949509701648236,0.0893246187363834,0.352112676056338,0.0025412960609911,0.2480857580398162,0.1305732484076433,0.4321266968325792,0.3829059829059829,0.0392156862745098,0.3938002296211251,0.4003884807026434,0
TCGA.KO.8405.01A,0.0753768844221105,0.0137693631669535,0.3384272524673671,0.1932773109243697,0.0817088345085026,0.1038654470345234,0.5631265791833076,0.1573604060913705,0.281506655338431,0.0978260869565217,0.1224489795918367,1.0,0.0491452991452991,0.0978271093970463,0.0038615939518676,0.038231780167264,0.171742209631728,0.1582075012177301,0.5421749286270438,0.2749843521802628,0.1481481481481481,0.5211267605633803,0.0127064803049555,0.1056661562021439,0.2133757961783439,0.3161764705882354,0.3931623931623932,0.0196078431372549,0.1452353616532721,0.3579934127185203,0
TCGA.KM.8477.01A,0.104091888011486,0.0,0.0833492518306271,0.3673469387755101,0.0551638324346744,0.1844201829448214,0.4085907571929252,0.3147208121827411,0.3698668932313792,0.0217391304347826,0.0612244897959183,0.6270270270270271,0.016025641025641,0.081365816950428,0.0039532940720966,0.048984468339307,0.3558781869688385,0.2540672187043351,0.0703348040487931,0.4114333402879199,0.0261437908496732,0.619718309859155,0.0021177467174925,0.1332312404287902,0.0222929936305732,0.283182503770739,0.2752136752136752,0.0313725490196078,0.1854190585533869,0.3720969512710075,0
TCGA.KN.8421.01A,0.0010768126346015,0.0034423407917383,0.0007004138809296,0.8355342136854741,0.1248444628784736,0.5600472115668339,0.5464178009617736,0.1472081218274111,0.1854998583970546,0.0978260869565217,0.1020408163265306,0.0468468468468468,0.0576923076923076,1.0,0.0061846636643368,0.0450019912385503,0.2128186968838527,0.3069654164637116,0.0080456786919283,0.2203213018986021,0.0,0.323943661971831,0.0067767894959762,0.4058192955589586,0.267515923566879,0.2688536953242836,0.361965811965812,0.0,0.4044202066590126,0.4943839202770036,0
TCGA.KL.8344.01A,1.0,0.1101549053356282,0.0804202483285577,0.3973589435774309,0.7602654500207382,0.152847447624668,0.2989648708126171,0.4568527918781725,0.8504672897196262,0.1630434782608695,0.0816326530612244,0.3063063063063063,0.0032051282051282,0.0039507101871884,0.0073054429115807,0.0967741935483871,0.7167138810198301,0.878324403312226,0.0763041785621593,1.0,0.0152505446623093,0.1690140845070422,0.0029648454044896,0.5084226646248087,0.0828025477707006,0.3961161387631976,0.8200854700854701,0.0313725490196078,0.3140068886337543,0.8565154970019424,0
