,hsa-mir-21,hsa-mir-203a,hsa-mir-221,hsa-mir-3607,hsa-mir-7706,hsa-mir-23a,hsa-mir-148b,hsa-mir-187,hsa-mir-369,hsa-mir-222,hsa-mir-6892,hsa-mir-874,hsa-mir-889,hsa-mir-370,hsa-mir-337,hsa-mir-940,hsa-mir-200c,hsa-mir-126,hsa-mir-659,hsa-mir-671,hsa-mir-361,hsa-mir-149,hsa-mir-382,hsa-mir-493,hsa-mir-654,hsa-mir-675,hsa-mir-141,hsa-mir-431,hsa-mir-455,hsa-mir-432,label
TCGA.KO.8416.01A,0.1030481915888091,0.0470804839558127,0.5133004926108373,0.3684210526315789,0.0,0.1380597014925373,0.28643216080402,0.1112820512820512,0.0068493150684931,0.4598639455782312,0.2,0.5441810344827586,0.0127118644067796,0.0151515151515151,0.003831417624521,0.1428571428571428,0.2161211074961822,0.1915384615384615,0.6666666666666667,0.3157894736842105,0.5472636815920398,0.0512820512820512,0.0086206896551724,0.0045454545454545,0.0,0.0420841683366733,0.4636388966285873,0.0153846153846153,0.0164271047227926,0.017391304347826,0
TCGA.KL.8325.01A,0.0211493469267597,0.3206207259337191,0.372167487684729,0.1447368421052631,0.3333333333333333,0.0626646180860403,0.4623115577889446,0.2846153846153846,0.0136986301369863,0.6707482993197279,0.2,0.5161637931034483,0.0042372881355932,0.0075757575757575,0.0019157088122605,0.2857142857142857,0.2812562246862758,0.2057692307692307,0.3333333333333333,0.4210526315789473,0.4402985074626865,0.2307692307692307,0.0043103448275862,0.0,0.0,0.0140280561122244,0.3820005572582892,0.0153846153846153,0.0047912388774811,0.008695652173913,0
TCGA.KL.8330.01A,0.0088754951632812,0.1465018411362441,0.5078817733990146,0.0328947368421052,0.0,0.0016461808604038,0.1356783919597989,0.0184615384615384,0.0068493150684931,0.8503401360544217,0.4,0.1918103448275862,0.0,0.0,0.0,0.1428571428571428,0.4214195604541532,0.1442307692307692,0.3333333333333333,0.1578947368421052,0.3159203980099502,0.0512820512820512,0.0043103448275862,0.0045454545454545,0.0,0.0120240480961923,0.5455558651434941,0.0076923076923076,0.001368925393566,0.008695652173913,0
TCGA.KN.8434.01A,0.0591768539894537,0.3987375065754865,0.5349753694581281,0.5394736842105263,0.3333333333333333,0.2281606672519754,0.3366834170854271,0.1046153846153846,0.0068493150684931,0.6421768707482993,0.2,0.2758620689655172,0.0084745762711864,0.0075757575757575,0.0,0.4285714285714285,0.1418232521080937,0.4824999999999999,0.6666666666666667,0.5263157894736842,0.3457711442786069,0.0512820512820512,0.0086206896551724,0.0,0.0035335689045936,0.0240480961923847,0.2014488715519643,0.0076923076923076,0.0177960301163586,0.008695652173913,0
TCGA.KL.8343.01A,0.0284341219793103,0.004471330878485,0.3761083743842364,0.1578947368421052,0.3333333333333333,0.0763827919227392,0.4120603015075376,0.3092307692307692,0.0068493150684931,0.5727891156462586,0.2,0.4213362068965517,0.0127118644067796,0.0075757575757575,0.0019157088122605,0.1428571428571428,0.0015271230329991,0.3011538461538461,0.3333333333333333,0.2631578947368421,0.335820895522388,0.0512820512820512,0.0086206896551724,0.0045454545454545,0.0017667844522968,0.0040080160320641,0.0022290331568682,0.0153846153846153,0.0314852840520191,0.008695652173913,0
TCGA.KL.8334.01A,0.1447942651441202,0.2782745923198316,0.3268472906403941,0.2105263157894736,0.3333333333333333,0.2547190517998244,0.3417085427135678,0.1646153846153846,0.0205479452054794,0.6870748299319728,0.2,0.4515086206896551,0.0296610169491525,0.0227272727272727,0.0057471264367816,0.1428571428571428,0.3977159551158622,0.5965384615384616,0.6666666666666667,0.2631578947368421,0.5248756218905473,0.0512820512820512,0.021551724137931,0.0272727272727272,0.0017667844522968,0.0380761523046092,0.5706324881582614,0.023076923076923,0.0136892539356605,0.0260869565217391,0
TCGA.KM.8639.01A,0.0705081524405674,0.0310362966859547,0.1995073891625615,0.0592105263157894,0.3333333333333333,0.1546312554872695,0.9095477386934674,0.8133333333333334,0.0342465753424657,0.1564625850340135,0.2,0.2155172413793103,0.0423728813559322,0.0303030303030303,0.0134099616858237,0.7142857142857142,0.7659517960294802,0.0861538461538461,0.3333333333333333,0.1578947368421052,0.3532338308457711,0.0512820512820512,0.0258620689655172,0.0272727272727272,0.0159010600706713,0.0100200400801603,0.3594315965449986,0.0076923076923076,0.1115674195756331,0.0347826086956521,0
TCGA.KL.8336.01A,0.1746435082608987,0.3074697527617043,0.45935960591133,0.1118421052631579,0.6666666666666666,0.1242317822651448,0.5025125628140703,0.2056410256410256,0.0068493150684931,0.6108843537414966,0.2,0.2747844827586206,0.0211864406779661,0.0151515151515151,0.0019157088122605,0.2857142857142857,0.58634884801806,0.4455769230769231,0.0,0.4210526315789473,0.6169154228855722,0.0769230769230769,0.0129310344827586,0.0045454545454545,0.0017667844522968,0.0200400801603206,0.6079687935358039,0.0076923076923076,0.0150581793292265,0.008695652173913,0
TCGA.KO.8403.01A,0.0917995279486424,0.2351394003156233,0.4859605911330049,0.625,0.6666666666666666,0.2092844600526777,0.2110552763819095,0.0235897435897435,0.0068493150684931,0.5170068027210885,0.2,0.1293103448275862,0.0042372881355932,0.0,0.0,0.1428571428571428,0.3254763959896422,0.6971153846153846,0.3333333333333333,0.2631578947368421,0.3383084577114428,0.0769230769230769,0.0,0.0045454545454545,0.0017667844522968,0.0060120240480961,0.641961549178044,0.0076923076923076,0.0082135523613963,0.008695652173913,0
TCGA.KN.8433.01A,0.0816664342562608,0.2461862177801157,0.4219211822660098,0.1973684210526315,0.3333333333333333,0.1168788410886742,0.2613065326633165,0.0902564102564102,0.0136986301369863,0.4952380952380952,0.4,0.2489224137931034,0.0169491525423728,0.0075757575757575,0.003831417624521,0.2857142857142857,0.0017263129938251,0.3765384615384615,0.3333333333333333,0.4736842105263158,1.0,0.1538461538461538,0.0086206896551724,0.0136363636363636,0.0017667844522968,0.0220440881763527,0.0039008080245193,0.0076923076923076,0.0130047912388774,0.017391304347826,0
TCGA.KM.8440.01A,0.0103448453954333,0.2112046291425565,0.4344827586206896,0.1776315789473684,0.3333333333333333,0.0193151887620719,0.0804020100502512,0.0533333333333333,0.0,0.5768707482993197,0.2,1.0,0.0042372881355932,0.0075757575757575,0.0,0.1428571428571428,0.1531770798751743,0.0449999999999999,0.6666666666666667,0.4736842105263158,0.3184079601990049,0.1025641025641025,0.0,0.0,0.0,0.0120240480961923,0.2287545277235999,0.0076923076923076,0.0034223134839151,0.0,0
TCGA.KL.8333.01A,0.167353568532664,0.2201472908995265,0.1497536945812807,0.4868421052631578,0.6666666666666666,0.1888718173836698,0.28643216080402,0.0697435897435897,0.0136986301369863,0.3142857142857143,0.4,0.3491379310344827,0.0254237288135593,0.0227272727272727,0.003831417624521,0.1428571428571428,0.3483168448310205,0.5211538461538462,0.6666666666666667,0.1052631578947368,0.5845771144278606,0.0512820512820512,0.0172413793103448,0.0136363636363636,0.0017667844522968,0.0300601202404809,0.5215937587071608,0.0153846153846153,0.0232717316906228,0.017391304347826,0
TCGA.KL.8339.01A,0.0874353769955015,0.0021041557075223,0.4839901477832511,0.9605263157894736,0.3333333333333333,0.0865891132572431,0.1105527638190954,0.0656410256410256,0.0136986301369863,0.6326530612244898,0.2,0.3265086206896551,0.0127118644067796,0.0151515151515151,0.0057471264367816,0.2857142857142857,0.1230993957904521,0.6388461538461538,0.6666666666666667,0.3157894736842105,0.2835820895522387,0.0512820512820512,0.0043103448275862,0.009090909090909,0.0053003533568904,0.0160320641282565,0.1460016717748676,0.0153846153846153,0.0171115674195756,0.008695652173913,0
TCGA.KL.8335.01A,0.2351166958470843,0.3124671225670699,0.6591133004926109,0.131578947368421,0.3333333333333333,0.1529850746268656,0.2160804020100502,0.3835897435897435,0.0273972602739726,0.5795918367346938,0.2,0.6702586206896551,0.0338983050847457,0.0227272727272727,0.0134099616858237,0.1428571428571428,0.3697629639466171,0.1024999999999999,0.3333333333333333,0.3157894736842105,0.5870646766169154,0.1538461538461538,0.0344827586206896,0.0136363636363636,0.0053003533568904,0.0160320641282565,0.4736695458344943,0.0153846153846153,0.027378507871321,0.0260869565217391,0
TCGA.KO.8407.01A,0.0463916993332403,0.1888479747501315,0.657142857142857,0.5592105263157894,0.6666666666666666,0.1771290605794556,0.271356783919598,0.2138461538461538,0.0136986301369863,0.9537414965986396,0.2,0.4321120689655172,0.0127118644067796,0.0151515151515151,0.0019157088122605,0.1428571428571428,0.3505743310537149,0.9580769230769232,0.6666666666666667,0.3157894736842105,0.3283582089552238,0.0512820512820512,0.0086206896551724,0.009090909090909,0.0035335689045936,0.0140280561122244,0.4511005851212037,0.0153846153846153,0.0225872689938398,0.017391304347826,0
TCGA.KO.8408.01A,0.0621517071835474,0.0318253550762756,0.3534482758620689,0.2302631578947368,0.3333333333333333,0.0780289727831431,0.1909547738693467,0.2482051282051282,0.0136986301369863,0.3782312925170067,0.2,0.3071120689655172,0.0084745762711864,0.0151515151515151,0.0057471264367816,0.1428571428571428,0.0150056437155567,0.2313461538461538,0.6666666666666667,0.3157894736842105,0.2885572139303483,1.0,0.0129310344827586,0.009090909090909,0.0035335689045936,0.0260521042084168,0.0206185567010309,0.0153846153846153,0.0239561943874058,0.008695652173913,0
TCGA.KN.8424.01A,0.1217882173088941,0.4387164650184113,0.4078817733990147,0.5197368421052632,0.3333333333333333,0.068920105355575,0.2613065326633165,0.0805128205128205,0.0068493150684931,0.5142857142857143,0.4,0.572198275862069,0.0127118644067796,0.0227272727272727,0.0,0.1428571428571428,0.3252772060288162,0.2569230769230769,0.6666666666666667,0.2631578947368421,0.2761194029850746,0.1282051282051282,0.0086206896551724,0.0045454545454545,0.0035335689045936,0.0040080160320641,0.6060183895235443,0.0153846153846153,0.0034223134839151,0.017391304347826,0
TCGA.KN.8426.01A,0.0724810585519282,0.4684376643871646,0.4753694581280788,0.381578947368421,0.3333333333333333,0.1254389815627743,0.8542713567839195,0.1415384615384615,0.0,0.6938775510204082,0.2,0.2704741379310345,0.0084745762711864,0.0075757575757575,0.0,0.4285714285714285,0.1883673062877631,0.2299999999999999,0.0,0.1052631578947368,0.3233830845771144,0.1025641025641025,0.0086206896551724,0.009090909090909,0.0,0.0060120240480961,0.2543884090275843,0.0,0.0082135523613963,0.0,0
TCGA.KO.8417.01A,0.0092860868801743,0.0194634402945817,0.4438423645320197,0.4473684210526315,0.6666666666666666,0.0832967515364354,0.0904522613065326,0.0456410256410256,0.0068493150684931,0.7673469387755102,0.2,0.4245689655172414,0.0042372881355932,0.0075757575757575,0.0019157088122605,0.1428571428571428,0.3524334373547573,0.3824999999999999,0.6666666666666667,0.3157894736842105,0.1592039800995024,0.0512820512820512,0.0043103448275862,0.0045454545454545,0.0,0.0100200400801603,0.5227082752855949,0.0076923076923076,0.0082135523613963,0.008695652173913,0
TCGA.KL.8341.01A,0.0793139244821121,0.672277748553393,0.8960591133004925,0.3947368421052631,0.3333333333333333,0.163081650570676,0.2663316582914573,0.4512820512820513,0.0068493150684931,0.5904761904761905,0.2,0.3588362068965517,0.0084745762711864,0.0075757575757575,0.0,0.1428571428571428,0.4485093951264857,0.4121153846153845,0.6666666666666667,1.0,0.6268656716417911,0.0769230769230769,0.0043103448275862,0.0045454545454545,0.0017667844522968,0.0160320641282565,0.5268877124547228,0.0076923076923076,0.0143737166324435,0.008695652173913,0
TCGA.KN.8419.01A,0.0740072202166065,0.0031562335612835,0.3238916256157635,0.0723684210526315,0.3333333333333333,0.1516681299385425,0.4824120603015076,0.0328205128205128,0.0068493150684931,0.7292517006802721,0.0,0.1314655172413793,0.0084745762711864,0.0075757575757575,0.0019157088122605,0.1428571428571428,0.3397516765155036,0.390576923076923,0.3333333333333333,0.3157894736842105,0.5646766169154229,0.0512820512820512,0.0086206896551724,0.0045454545454545,0.0,0.0260521042084168,0.9191975480635276,0.0076923076923076,0.0177960301163586,0.008695652173913,0
TCGA.KL.8328.01A,0.068948420383942,0.3966333508679642,0.455911330049261,1.0,0.0,0.1020632133450395,0.1708542713567839,0.1174358974358974,0.0136986301369863,0.6625850340136055,0.2,0.6745689655172413,0.0211864406779661,0.0151515151515151,0.0057471264367816,0.1428571428571428,0.4258017395923246,0.3588461538461538,0.6666666666666667,0.5263157894736842,0.4054726368159204,0.1282051282051282,0.0129310344827586,0.0045454545454545,0.0053003533568904,0.0160320641282565,0.5611590972415715,0.0307692307692307,0.027378507871321,0.008695652173913,0
TCGA.KO.8413.01A,0.105565970984852,0.5941609679116254,0.2903940886699507,0.0723684210526315,0.3333333333333333,0.0645302897278314,0.3467336683417085,0.0861538461538461,0.0068493150684931,0.4054421768707482,0.2,0.115301724137931,0.0169491525423728,0.0151515151515151,0.003831417624521,0.1428571428571428,0.2509793506407277,0.3378846153846153,0.6666666666666667,0.2105263157894736,0.5099502487562189,0.0769230769230769,0.0129310344827586,0.009090909090909,0.0035335689045936,0.0060120240480961,0.5037614934522151,0.0076923076923076,0.0164271047227926,0.0260869565217391,0
TCGA.KO.8405.01A,0.4023902119066433,0.4300368227248816,0.230295566502463,0.2960526315789473,0.6666666666666666,0.2186128182616329,0.28643216080402,0.142051282051282,0.0273972602739726,0.3564625850340135,0.2,0.2575431034482758,0.0466101694915254,0.0227272727272727,0.0172413793103448,0.2857142857142857,0.1100856516831551,0.4594230769230769,0.6666666666666667,0.3684210526315789,0.6243781094527363,0.6153846153846153,0.0301724137931034,0.0363636363636363,0.0176678445229682,0.0080160320641282,0.1939258846475341,0.0384615384615384,0.0732375085557837,0.0347826086956521,0
TCGA.KM.8477.01A,0.0810389261606317,0.0149921094160967,0.1344827586206896,0.0921052631578947,0.3333333333333333,0.1681299385425811,0.100502512562814,0.003076923076923,0.0068493150684931,0.3170068027210884,0.2,0.4396551724137931,0.0127118644067796,0.0075757575757575,0.0,0.1428571428571428,0.3955912622003851,0.2753846153846153,0.0,0.1052631578947368,0.044776119402985,0.0,0.0129310344827586,0.0045454545454545,0.0035335689045936,0.0160320641282565,0.3856227361382001,0.0153846153846153,0.0219028062970568,0.008695652173913,0
TCGA.KN.8421.01A,0.0150033828625731,0.0026301946344029,0.3155172413793103,0.3486842105263157,0.3333333333333333,0.0431299385425812,0.1959798994974874,0.0097435897435897,0.0068493150684931,0.473469387755102,0.2,0.3846982758620689,0.0042372881355932,0.0,0.0,0.1428571428571428,0.017661509859903,0.0,0.0,0.2631578947368421,0.5323383084577115,0.3333333333333333,0.0043103448275862,0.0045454545454545,0.0,0.0040080160320641,0.0247979938701588,0.0076923076923076,0.0232717316906228,0.008695652173913,0
TCGA.KL.8344.01A,0.1509376468704648,0.0,0.1103448275862069,0.2894736842105262,0.3333333333333333,0.177019315188762,0.0954773869346733,0.0025641025641025,0.0136986301369863,0.1224489795918367,0.2,0.0862068965517241,0.0127118644067796,0.0151515151515151,0.003831417624521,0.2857142857142857,0.0162007834805125,0.6190384615384615,0.3333333333333333,0.1052631578947368,0.2164179104477611,0.0256410256410256,0.0086206896551724,0.0136363636363636,0.0070671378091872,0.0140280561122244,0.0175536361103371,0.023076923076923,0.0581793292265571,0.017391304347826,0
