,hsa-mir-200a,hsa-mir-514a-2,hsa-mir-23b,hsa-mir-509-3,hsa-mir-616,hsa-mir-514a-1,hsa-mir-508,hsa-mir-3065,hsa-mir-199b,hsa-mir-27b,hsa-mir-199a-1,hsa-mir-30c-2,hsa-mir-885,hsa-mir-204,hsa-mir-200b,hsa-mir-675,hsa-mir-497,hsa-mir-514a-3,hsa-mir-93,hsa-mir-185,hsa-mir-222,hsa-mir-199a-2,hsa-mir-363,hsa-mir-106b,hsa-mir-1-1,hsa-mir-203a,hsa-mir-10b,hsa-mir-1-2,hsa-mir-21,hsa-mir-200c,label
TCGA.CZ.5461.11A,0.5536105032822758,0.0381679389312977,0.3043740573152338,0.0340425531914893,0.0294117647058823,0.0374592833876221,0.0257025359835503,0.1111111111111111,0.0566445516686771,0.358284023668639,0.0771084337349397,0.4227101352849856,0.0040816326530612,0.2545824847250509,0.6314655172413792,0.0643195666892349,0.0483870967741935,0.0430622009569378,0.0747580376015129,0.0378378378378378,0.0235294117647058,0.0702304650211373,0.1516853932584269,0.0804988662131519,0.16,0.5818666666666668,0.2934637808128651,0.1542857142857142,0.03599009922008,0.2135740971357409,0
TCGA.CZ.4865.11A,0.8271334792122539,0.0015267175572519,0.3601809954751132,0.0042553191489361,0.0294117647058823,0.003257328990228,0.0047978067169294,0.0864197530864197,0.0845396059509449,0.2798816568047337,0.1313253012048192,0.3710357063650477,0.0285714285714285,0.0626272912423625,0.6206896551724137,0.4434664861205145,0.0241935483870967,0.0015948963317384,0.0976749360329291,0.0432432432432432,0.0773109243697479,0.1097095322514659,0.1067415730337078,0.0793650793650793,0.0742857142857142,0.8629333333333334,0.3241210327363604,0.0914285714285714,0.0281081104030364,0.6824408468244084,0
TCGA.CZ.5456.11A,0.5798687089715536,0.0015267175572519,0.2941176470588235,0.0085106382978723,0.0294117647058823,0.001628664495114,0.002056202878684,0.0354938271604938,0.0676015279453156,0.2958579881656805,0.0916867469879518,0.3834553115990242,0.0163265306122449,0.1115071283095723,0.6400862068965517,0.2071767095463778,0.021505376344086,0.0031897926634768,0.0711981310490599,0.0297297297297297,0.0504201680672268,0.0830492295104322,0.0898876404494382,0.0634920634920634,0.0342857142857142,0.78,0.3792179899313905,0.0342857142857142,0.0033179500460649,0.3572540473225404,0
TCGA.B0.5712.11A,0.2582056892778993,0.1068702290076335,0.5342383107088989,0.1021276595744681,0.0294117647058823,0.1074918566775244,0.0993831391363948,0.0185185185185185,0.1426417370325693,0.4387573964497041,0.1759036144578313,0.2131292969616323,0.0,0.2505091649694501,0.2058189655172413,0.0412999322951929,0.1129032258064516,0.1164274322169059,0.1269329180109022,0.1216216216216216,0.0504201680672268,0.1660984590208646,0.1292134831460674,0.1496598639455782,1.0,0.1413333333333333,0.1802739490147213,1.0,0.0982733073784585,0.0966687422166874,0
TCGA.CZ.5462.11A,0.7428884026258206,0.0167938931297709,0.343288084464555,0.0127659574468085,0.1176470588235294,0.019543973941368,0.0106237148732008,0.0293209876543209,0.071773220747889,0.3239644970414201,0.0951807228915662,0.4413395431359503,0.0081632653061224,0.1364562118126272,0.6821120689655172,0.0751523358158429,0.0161290322580645,0.0127591706539074,0.0907776170875514,0.0405405405405405,0.0571428571428571,0.082708304922951,0.1067415730337078,0.1031746031746031,0.0171428571428571,0.7610666666666668,0.319654498006406,0.0057142857142857,0.0676390545859036,0.3404420921544209,0
TCGA.CZ.5466.11A,0.526258205689278,0.1297709923664122,0.4371040723981901,0.1191489361702127,0.0588235294117647,0.1254071661237785,0.1154900616860863,0.0277777777777777,0.1381684760755931,1.0,0.1655421686746988,0.4601907296518075,0.0040816326530612,1.0,0.4784482758620689,0.0216655382532159,0.1451612903225806,0.1531100478468899,0.1006786071865613,0.0702702702702702,0.0504201680672268,0.1591435974362471,0.1123595505617977,0.1564625850340136,0.0685714285714285,0.108,0.301157762102052,0.0514285714285714,0.0720523739370035,0.1158156911581569,0
TCGA.B0.4712.11A,0.9223194748358864,0.0427480916030534,0.3128205128205129,0.0553191489361702,0.088235294117647,0.0390879478827361,0.0531185743660041,0.0771604938271604,0.099065138721351,0.4017751479289941,0.123012048192771,0.5293856730982479,0.0081632653061224,0.240325865580448,0.9170258620689654,0.2200406228842247,0.0349462365591397,0.0398724082934609,0.0707531427300033,0.0621621621621621,0.080672268907563,0.1165962089185872,0.1292134831460674,0.1054421768707483,0.0628571428571428,0.5872,0.3063526247145152,0.0457142857142857,0.0912192139663831,0.4531444582814445,0
TCGA.CZ.5457.11A,0.8894967177242888,0.0015267175572519,0.3137254901960785,0.0042553191489361,0.0588235294117647,0.003257328990228,0.002056202878684,0.0185185185185185,0.0886610373944511,0.4730769230769231,0.118433734939759,0.4491017964071856,0.0244897959183673,0.1206720977596741,0.7984913793103448,0.4556533513879485,0.0295698924731182,0.0015948963317384,0.0800978974301924,0.0513513513513513,0.0521008403361344,0.1066412109641347,0.095505617977528,0.1020408163265306,0.0285714285714285,0.7725333333333334,0.3246992738826973,0.0457142857142857,0.0504825144244853,0.474159402241594,0
TCGA.CZ.5463.11A,0.49890590809628,0.0091603053435114,0.2907993966817496,0.0085106382978723,0.0588235294117647,0.00814332247557,0.0082248115147361,0.0324074074074074,0.071773220747889,0.2701183431952663,0.1043373493975903,0.3774672876469283,0.0081632653061224,0.1766802443991853,0.572198275862069,0.0501015572105619,0.0403225806451612,0.011164274322169,0.066303259539437,0.0459459459459459,0.0352941176470588,0.0874812491476885,0.2134831460674157,0.0884353741496598,0.0685714285714285,0.4552,0.3978915722225518,0.0742857142857142,0.0096269375936689,0.3483810709838107,0
TCGA.CZ.5467.11A,0.7669584245076586,0.0305343511450381,0.2883861236802413,0.025531914893617,0.0294117647058823,0.0309446254071661,0.0277587388622344,0.0478395061728395,0.0554885404101326,0.2585798816568047,0.070722891566265,0.3881126635617653,0.0122448979591836,0.0748472505091649,0.7758620689655172,0.1394719025050778,0.021505376344086,0.0287081339712918,0.0861052397374568,0.0972972972972973,0.0638655462184874,0.0651847811264148,0.1067415730337078,0.0714285714285714,0.0857142857142857,0.8453333333333334,0.3202594988033782,0.08,0.0615593303812139,0.3647260273972603,0
TCGA.CZ.5470.11A,0.6017505470459519,0.0061068702290076,0.3273001508295626,0.0127659574468085,0.0294117647058823,0.006514657980456,0.006168608636052,0.0385802469135802,0.0683051869722557,0.272189349112426,0.1004819277108433,0.3348857839875804,0.0122448979591836,0.120162932790224,0.6228448275862069,0.0981719702098849,0.0349462365591397,0.0063795853269537,0.0644120591834464,0.0513513513513513,0.0302521008403361,0.0866630301377335,0.1123595505617977,0.0306122448979591,0.1885714285714285,0.7266666666666667,0.3272367868407673,0.2171428571428571,0.00919813023007,0.2532689912826899,0
TCGA.CZ.4863.11A,0.7954048140043763,0.0030534351145038,0.3993966817496229,0.0042553191489361,0.088235294117647,0.003257328990228,0.0034270047978067,0.1342592592592592,0.0827301970245275,0.2727810650887574,0.1281927710843373,0.2911953870037702,0.0489795918367347,0.0376782077393075,0.6142241379310345,0.4001354096140825,0.010752688172043,0.0015948963317384,0.1294916008454777,0.0405405405405405,0.06890756302521,0.1048684031092322,0.0337078651685393,0.0839002267573696,0.0171428571428571,0.5408000000000001,0.2888076016023213,0.0342857142857142,0.0316829203055146,1.0,0
TCGA.CZ.5468.11A,0.75054704595186,0.0244274809160305,0.3668174962292609,0.0425531914893617,0.0294117647058823,0.022801302931596,0.0397532556545579,0.0231481481481481,0.0872537193405709,0.4050295857988166,0.1267469879518072,0.4360168551785318,0.0040816326530612,0.3513238289205702,0.6950431034482758,0.1631685849695328,0.043010752688172,0.0255183413078149,0.1120258093225052,0.0675675675675675,0.0672268907563025,0.1118232646938497,0.146067415730337,0.1428571428571428,0.0228571428571428,0.7162666666666667,0.3198220366886444,0.04,0.0667644573888603,0.4170298879202989,0
TCGA.B0.5711.11A,0.5951859956236324,0.0305343511450381,0.4283559577677225,0.025531914893617,0.0294117647058823,0.0325732899022801,0.0161069225496915,0.0925925925925925,0.0664957780458383,0.2819526627218935,0.088433734939759,0.541583499667332,0.0040816326530612,0.4577393075356415,0.5387931034482758,0.0121868652674339,0.0618279569892473,0.0334928229665071,0.1089108910891089,0.0486486486486486,0.0201680672268907,0.079162689213146,0.2584269662921348,0.0634920634920634,0.08,0.3554666666666666,0.3230169062818861,0.0971428571428571,0.0292629183525306,0.1654732254047322,0
TCGA.CZ.5452.11A,0.574398249452954,0.0030534351145038,0.3046757164404223,0.0042553191489361,0.0294117647058823,0.004885993485342,0.002056202878684,0.0354938271604938,0.0811720948934459,0.2994082840236686,0.1183132530120481,0.3444222665779552,0.0040816326530612,0.1384928716904276,0.6153017241379309,0.2802979011509817,0.021505376344086,0.0031897926634768,0.0640783179441539,0.0324324324324324,0.053781512605042,0.1025501159143597,0.1179775280898876,0.0736961451247165,0.0457142857142857,0.6141333333333334,0.3513798090291715,0.04,0.0019062822401575,0.4122042341220423,0
TCGA.CZ.5455.11A,0.7932166301969366,0.0030534351145038,0.3496229260935143,0.0042553191489361,0.0588235294117647,0.003257328990228,0.0027416038382453,0.044753086419753,0.0625251306795335,0.3878698224852071,0.0875903614457831,0.3734752716788644,0.0040816326530612,0.090122199592668,0.6734913793103448,0.2762356127285037,0.021505376344086,0.0015948963317384,0.1131382801201468,0.0567567567567567,0.0504201680672268,0.0782081003681985,0.0842696629213483,0.0975056689342403,0.08,1.0,0.2608868148220541,0.0742857142857142,0.0772299044311509,0.3063511830635118,0
