,CLDN10,ADH1C,WNK4,KCNJ1,TEK,CLDN19,TMEM178A,AQP6,FLRT1,MTURN,PEBP1,ATP1A1,PAQR7,MAP6,HSPA2,CLDN14,PTGER1,IRX2,HS6ST2,JPH4,WNT9B,AIF1L,TMEM45B,ACPP,ABCA4,ERVMER34-1,KCNJ10,DUSP9,AFAP1L2,SLC12A1,label
TCGA.CZ.5451.11A,0.3556177356866121,0.0711047860004216,0.3676519906098788,0.427916120576671,0.5871222818412879,0.1466615795497901,0.281523217408199,0.0596393420056438,0.1307584923220102,0.3435244886630513,0.5505236852059704,0.3844592263768984,0.783829198378966,0.6529411764705882,0.1107874752938729,0.0568458664934221,0.0559712230215827,0.2930566330488751,0.4219460778874958,0.3482397716460514,0.0865480711573056,0.1821287727286205,0.20174612685098,0.8373480902777778,0.0123908060219317,0.2839201152975087,0.4936278308791871,0.291953578336557,0.1186381186381186,0.2350709367544413,0
TCGA.CZ.5465.11A,0.6096857511838141,0.2891102677630192,0.4116322521918268,0.6531843114411922,0.4917819824908218,0.6571919114841663,0.4705653778900331,0.4110399889875421,0.3866914844113541,0.8112857081856613,0.8355895101729495,0.6320365478362701,0.4239399031333399,0.4102941176470587,0.5671096431915115,0.1549455903849277,0.1433093525179856,1.0,0.5022744923998669,0.2407231208372978,0.2510493703777733,0.6309191604041815,0.735513138748609,0.4447699652777778,0.5223963818846415,0.8729668519662342,0.3970550245414621,0.2691682785299806,0.7396630396630397,0.5400796598356139,0
TCGA.CZ.4864.11A,0.3583297460180801,0.0843348091924942,0.164758300196426,0.2594776952575118,0.3129624399887037,0.1277756581457458,0.0918981931222071,0.0356528322665014,0.0888785481619357,0.2268243733720483,0.4849343610668419,0.2704446834971904,0.9665908866264704,0.2955882352941176,0.0775252262561115,0.0534351145038167,0.0664748201438849,0.2075252133436772,0.193498280261844,0.2654614652711703,0.0629622226664001,0.1776580007709363,0.1459385431824018,0.5627170138888888,0.0069078743572269,0.0889437924644842,0.212348230431413,0.2004642166344294,0.0736398736398736,0.1588087376792739,0
TCGA.CZ.5461.11A,0.6811020232458028,0.2684482395108581,0.3588367747808174,0.8450560652395515,0.4834227619316577,0.4124380007630674,0.1470759665824752,0.2226925459425975,0.2717543043275942,0.7219778812075666,0.7286572698916663,0.6183027406338226,0.4990609864584363,0.4185294117647058,0.5737152813897847,0.1333441611174273,0.1325179856115108,0.6667959658650117,0.6140019971152779,0.7507136060894387,0.1261243254047571,0.4237975534301726,0.8063853462295643,0.3345269097222222,0.1178675422836255,0.2141239448219065,0.4185826229225867,0.5599226305609284,0.2897156897156897,0.95289106810873,0
TCGA.CZ.4865.11A,0.27916487300904,0.386358844613114,0.2172663249173573,0.276430755788554,0.4503812482349619,0.303281190385349,0.1855449776568875,0.1074058778993736,0.2847836202885063,0.3819334728212135,0.4380724415698774,0.2447824468712837,0.4973806464366906,0.3461764705882352,0.4966061583272652,0.0501867792756212,0.1330935251798561,0.3783941039565555,0.3577055364473538,0.3453853472882969,0.6030381770937437,0.3617767117917022,0.5227253273987845,0.0837673611111111,0.2699027321727278,0.3561869466749022,0.3204167743046586,0.3680077369439071,0.4440856440856441,0.2402317949510605,0
TCGA.CZ.5456.11A,0.4046061127851916,0.1028884672148429,0.2954534566185982,0.272608125819135,0.1775204744422479,0.3880198397558183,0.2401398873129978,0.390529286255076,0.191717077710563,0.3854989538408984,0.4879977179851297,0.3625824958922266,0.2558070574280913,0.2108823529411764,0.5877197544991157,0.1710248497644957,0.0866187050359712,0.3535686578743212,0.2017086430711195,0.3301617507136061,0.1223266040375774,0.2924846883473299,0.3602670546948558,0.0937499999999999,0.1510129483922929,0.2845377805229565,0.3760871437182468,0.3363249516441005,0.2434538434538434,0.2170637493362873,0
TCGA.B0.5712.11A,0.1184244511407662,0.0503900484925152,0.1649978441048244,0.1608902480462113,0.3773510307822649,0.0818389927508584,0.3749757140081601,0.0570238832679468,0.0493252675663099,0.2030189162645715,0.1734207278883301,0.1505918824949844,0.328160521893842,0.665,0.089683241443878,0.0458015267175572,0.0417266187050359,0.2030643910007757,0.0898701875069344,0.5642245480494767,0.1627023785728563,0.1651253430502064,0.1277925190447659,0.2456597222222222,0.0105321851186419,0.1402100061766522,0.174158270903298,0.1439458413926499,0.1760968760968761,0.0673287335002096,0
TCGA.CZ.5462.11A,0.993542832544124,0.1254480286738351,0.637809610501605,0.9240206786078348,0.425529511437447,1.0,0.5245774237419857,0.4964209512010462,0.8683108422522103,0.97899141722533,0.9317317888392108,1.0,0.592665810022734,0.4567647058823529,0.561037137210028,0.1784960207893454,0.3399999999999999,0.8533747090768037,0.757461444580051,0.5356803044719315,0.1563062162702378,0.8513674236558857,0.9107249850209708,0.3096788194444445,0.242457096834149,0.5752522133003911,0.7108843537414965,0.7843326885880076,0.5677781677781678,0.7719747939449365,0
TCGA.CZ.5466.11A,0.2972879896685321,0.1504849251528568,0.1054472284769798,0.3617421484393961,0.4873764473312624,0.0570011446012972,0.5737322712259568,0.1211714502030422,0.0549092601209865,0.2717451641829284,0.5220729128555571,0.2944955835761685,0.7095977068300879,0.6097058823529412,0.049373244564652,0.0734123761572194,0.056978417266187,0.1611714507370054,0.145456562742705,0.4567078972407231,0.0669598241055366,0.2134109980331239,0.2173243173842335,0.5032552083333334,0.0086116101852425,0.1416512250360304,0.2997072246620167,0.1481237911025145,0.1588276588276588,0.0733998262539697,0
TCGA.B0.4712.11A,0.6182092122255703,0.2702930634619439,0.6082498922052413,0.731651376146789,0.1176503812482349,0.4394887447539107,0.582280940353604,0.6173515038887741,0.1465798045602606,0.6437935010034588,0.7261024054173049,0.6263809835053605,0.5933577147375704,0.4641176470588234,0.5070997607406637,0.2031833685236316,0.3971223021582734,0.7032583397982932,0.3688006213247531,0.2835394862036156,0.1780931441135319,0.5384364488167446,0.7455276898057006,0.3460286458333333,0.4287838423889474,0.6143710109120856,0.3601567209162146,0.3615473887814313,0.6808002808002809,0.3485854869110846,0
TCGA.CZ.5457.11A,0.604218682737839,0.182426734134514,0.5849662243089159,0.5878476772972187,0.2862468229313753,0.3327355971003433,0.2482999805712065,0.6998072819877487,0.2615169846440205,0.535975062983048,0.6351752748649705,0.7501316303094674,1.0,0.4602941176470588,0.423489025278269,0.0925775540035731,0.3861870503597122,0.5038789759503491,0.2542993453899922,0.3063748810656518,0.3807715370777533,0.4428370457982321,0.7219036206453822,0.1793619791666666,0.1916547921442289,0.556722256536957,0.4620253164556962,0.2301353965183752,0.650965250965251,0.2697900878891575,0
TCGA.CZ.5463.11A,0.557554885923375,0.1919144001686696,0.7116370430699948,0.7877772923644484,0.5362327026263768,0.6400610454025181,0.198950845152516,0.946761649115562,0.3941368078175896,0.775716298731799,0.6229218471918194,0.6066500540138166,0.3977463675002471,0.4323529411764705,0.3111411630084261,0.180282605164853,0.1522302158273381,0.8015903801396431,0.983135470986353,0.4747859181731684,0.157305616630022,0.4156961324692696,0.7276384490285029,0.5733506944444444,0.0791462734650889,0.2238007000205888,0.6815207095496426,0.6535396518375242,0.2638820638820638,0.7499731652548013,0
TCGA.CZ.5467.11A,0.6256134309083082,0.0594033312249631,0.4989699611938868,0.3826149216057473,0.2780005648121999,0.4674551697825257,0.235671264814455,0.985133181912038,0.4937180083759888,0.5032452282334856,0.6236163734566944,0.7156138511397369,0.4170208559849758,0.3397058823529411,0.4325132632892958,1.0,0.2810071942446043,0.3694724592707525,0.4078553200931987,0.5585156993339677,0.098740755546672,0.4310324946380388,0.5660361208593683,0.2085503472222222,0.2824174462548788,0.2550957381099444,0.4014466546112116,0.4057253384912959,0.3007722007722007,0.529388697348441,0
TCGA.CZ.5470.11A,0.8475678002582867,0.0518131983976386,0.4702726009677574,1.0,0.7187235244281277,0.8104540251812284,0.2648144550223431,0.3139582903159199,0.6379711493718009,1.0,0.7222825109604926,0.7357022250061276,0.3660175941484629,0.388235294117647,0.6085119109539165,0.2035082020464512,0.1677697841726618,0.6291698991466252,0.9697104182846998,0.7373929590865842,0.2680391764941035,0.5250669627413707,0.6494907130017975,0.3336588541666667,0.1464903041942878,0.2804200123533045,0.8927925600619994,0.6947775628626692,0.3731133731133731,0.7610720158689949,0
TCGA.CZ.4863.11A,0.554326302195437,1.0,0.0567239975087433,0.0596208921896995,1.0,0.2321251430751621,0.6520303089178162,0.1449514763576295,0.0511865984178687,0.3199538835987873,0.6111955153446896,0.3405979647230771,0.900859938717011,0.5205882352941177,0.7929626547383751,0.0190027610849439,0.1753956834532374,0.2342901474010861,0.0362809275490957,0.3425309229305424,1.0,0.5764363631571492,1.0,0.1049262152777777,0.5759866179294963,1.0,0.0720743993800051,0.0388007736943907,1.0,0.0365839870277263,0
TCGA.CZ.5468.11A,0.4271631510977184,0.1893843558928948,0.2444785129114167,0.5662589194699287,0.329850324767015,0.3301411674933231,0.4050903438896445,0.5253286530387501,0.1558864588180549,0.3819975233784534,0.4014113765882637,0.3695316684368674,0.4942176534545813,0.3255882352941176,0.2943019868927494,0.1346434952087055,1.0,0.6276183087664856,0.2321091756351936,0.4490960989533777,0.1483110133919648,0.3906374062274526,0.5531969528374561,0.3676215277777778,0.1893005390000619,0.2528309656166357,0.1467321105657452,0.4048742746615086,0.3925587925587925,0.2200119933421208,0
TCGA.B0.5711.11A,0.5852776582006027,0.0647796753109846,0.590667369328798,0.7867093830396583,0.5026263767297374,0.7665776421213277,0.3532154653196037,0.1529699222245164,1.0,0.670075579657543,0.686315972243754,0.5826729122979021,0.4971829593753089,0.3720588235294117,0.499115780713617,0.2129283742082182,0.0848920863309352,0.5391776570985259,0.9590591368023964,0.5147478591817317,0.1888866679992004,0.3302276239016627,0.4693999828811093,1.0,0.0465894306424632,0.3775993411570928,0.8553345388788426,0.7143520309477756,0.1996840996840997,0.8166335347012613,0
TCGA.CZ.5452.11A,0.5600086095566078,0.2820472274931478,0.4141235088391702,0.4988228726760837,0.6624682293137533,0.7360930942388401,0.2263454439479308,0.2875628054236355,0.5923685435086087,0.5881549169477774,0.6221405051438351,0.5245842297811305,0.4944153405159632,0.2902941176470588,0.499843961302403,0.1049212278707162,0.3093525179856115,0.6993793638479441,0.6665926994341507,0.2026641294005709,0.4395362782330602,0.5149788980881438,0.7143713087391936,0.1592881944444444,0.2807446874419181,0.4447189623224212,0.6305864117799017,0.6138491295938104,0.4363987363987364,0.4810303397207183,0
TCGA.CZ.5455.11A,0.7420146362462333,0.0691545435378452,0.4341493795812773,0.8227270520848503,0.3235244281276476,0.5815719191148416,0.6160870409947542,0.7820565765021681,0.3750581665891112,0.532473632520603,1.0,0.7074958922265493,0.5535237718691312,0.4497058823529411,0.7523275772391553,0.1463375020302095,0.2282014388489208,0.8231186966640807,0.2475313436147786,0.4072312083729781,0.3417949230461723,0.6081534756380816,0.661559530942395,0.1957465277777777,0.1873489870516076,0.7350216182828906,0.2955739257728408,0.2466537717601547,0.4693927693927694,0.3435534354914193,0
TCGA.B0.5402.11A,0.1819199311235471,0.0656757326586548,0.157380347817755,0.2172952769283044,0.7038689635696131,0.059900801220908,0.455216631047212,0.0919196090577465,0.085155886458818,0.1911268628037064,0.2879803548285078,0.2171105785379049,0.5674607096965504,1.0,0.0976282117965255,0.043040441773591,0.1407194244604316,0.1309154383242824,0.1710862088094974,0.7078972407231209,0.0801519088546871,0.1657480224164572,0.1612599503552169,0.2367621527777777,0.0084877021250232,0.1426806670784434,0.2286230948075432,0.1117214700193423,0.1477360477360477,0.0498525162403877,0
